OBJECTID,VACCINATION_DATE,County,FirstDoseDaily,FirstDoseCumulative,SecondDoseDaily,SecondDoseCumulative,SingleDoseDaily,SingleDoseCumulative,AtLeastOneDose,FullyVaccinated,FullVaccinatedCumulative,AtLeastOneDoseCumulative
273,2021/01/18 15:00:00+00,Baltimore City                                    ,684,24641,200,3756,,0,,,3756,24641
274,2021/01/19 15:00:00+00,Baltimore City                                    ,1286,25927,683,4439,,0,,,4439,25927
275,2021/01/20 15:00:00+00,Baltimore City                                    ,1653,27580,583,5022,,0,,,5022,27580
276,2021/01/21 15:00:00+00,Baltimore City                                    ,1809,29389,618,5640,,0,,,5640,29389
277,2021/01/22 15:00:00+00,Baltimore City                                    ,2257,31646,405,6045,,0,,,6045,31646
278,2021/01/23 15:00:00+00,Baltimore City                                    ,838,32484,213,6258,,0,,,6258,32484
279,2021/01/24 15:00:00+00,Baltimore City                                    ,272,32756,153,6411,,0,,,6411,32756
280,2021/01/25 15:00:00+00,Baltimore City                                    ,1437,34193,789,7200,,0,,,7200,34193
281,2021/02/08 15:00:00+00,Anne Arundel                                      ,1333,51314,1252,18556,,0,,,18556,51314
282,2021/02/09 15:00:00+00,Anne Arundel                                      ,1082,52396,628,19184,,0,,,19184,52396
283,2021/02/10 15:00:00+00,Anne Arundel                                      ,1637,54033,1753,20937,,0,,,20937,54033
284,2021/02/11 15:00:00+00,Anne Arundel                                      ,3175,57208,1675,22612,,0,,,22612,57208
285,2021/02/12 15:00:00+00,Anne Arundel                                      ,2260,59468,1763,24375,,0,,,24375,59468
286,2021/02/13 15:00:00+00,Anne Arundel                                      ,716,60184,1264,25639,,0,,,25639,60184
287,2021/02/14 15:00:00+00,Anne Arundel                                      ,868,61052,623,26262,,0,,,26262,61052
288,2021/02/15 15:00:00+00,Anne Arundel                                      ,2069,63121,531,26793,,0,,,26793,63121
289,2021/02/16 15:00:00+00,Anne Arundel                                      ,2207,65328,1293,28086,,0,,,28086,65328
290,2021/02/17 15:00:00+00,Anne Arundel                                      ,3333,68661,2088,30174,,0,,,30174,68661
291,2021/02/18 15:00:00+00,Anne Arundel                                      ,260,68921,261,30435,,0,,,30435,68921
292,2021/02/19 15:00:00+00,Anne Arundel                                      ,1566,70487,964,31399,,0,,,31399,70487
293,2021/02/20 15:00:00+00,Anne Arundel                                      ,819,71306,1922,33321,,0,,,33321,71306
294,2021/02/21 15:00:00+00,Anne Arundel                                      ,754,72060,1036,34357,,0,,,34357,72060
295,2021/02/22 15:00:00+00,Anne Arundel                                      ,707,72767,1509,35866,,0,,,35866,72767
296,2021/02/23 15:00:00+00,Anne Arundel                                      ,1443,74210,1716,37582,,0,,,37582,74210
297,2021/02/24 15:00:00+00,Anne Arundel                                      ,1401,75611,1790,39372,,0,,,39372,75611
298,2021/02/25 15:00:00+00,Anne Arundel                                      ,2435,78046,1659,41031,,0,,,41031,78046
299,2021/02/26 15:00:00+00,Anne Arundel                                      ,1991,80037,1174,42205,,0,,,42205,80037
300,2021/02/27 15:00:00+00,Anne Arundel                                      ,1337,81374,487,42692,,0,,,42692,81374
301,2021/02/28 15:00:00+00,Anne Arundel                                      ,1404,82778,328,43020,,0,,,43020,82778
302,2021/03/01 15:00:00+00,Anne Arundel                                      ,2089,84867,776,43796,,0,,,43796,84867
303,2021/03/02 15:00:00+00,Anne Arundel                                      ,2133,87000,1186,44982,4,4,2137,1190,44986,87004
304,2021/03/03 15:00:00+00,Anne Arundel                                      ,2438,89438,1563,46545,2,6,2440,1565,46551,89444
305,2021/03/04 15:00:00+00,Anne Arundel                                      ,2788,92226,1573,48118,980,986,3768,2553,49104,93212
306,2021/03/05 15:00:00+00,Anne Arundel                                      ,2270,94496,2028,50146,527,1513,2797,2555,51659,96009
307,2021/03/06 15:00:00+00,Anne Arundel                                      ,1340,95836,743,50889,628,2141,1968,1371,53030,97977
308,2021/03/07 15:00:00+00,Anne Arundel                                      ,1359,97195,544,51433,674,2815,2033,1218,54248,100010
309,2021/01/26 15:00:00+00,Baltimore City                                    ,1584,35777,880,8080,,0,,,8080,35777
310,2021/01/27 15:00:00+00,Baltimore City                                    ,1880,37657,1025,9105,,0,,,9105,37657
311,2021/01/28 15:00:00+00,Baltimore City                                    ,1752,39409,741,9846,,0,,,9846,39409
312,2021/01/29 15:00:00+00,Baltimore City                                    ,1955,41364,900,10746,,0,,,10746,41364
313,2021/01/30 15:00:00+00,Baltimore City                                    ,1040,42404,364,11110,,0,,,11110,42404
314,2021/01/31 15:00:00+00,Baltimore City                                    ,352,42756,216,11326,,0,,,11326,42756
315,2021/02/01 15:00:00+00,Baltimore City                                    ,328,43084,500,11826,,0,,,11826,43084
316,2021/02/02 15:00:00+00,Baltimore City                                    ,745,43829,1398,13224,,0,,,13224,43829
317,2021/02/03 15:00:00+00,Baltimore City                                    ,1555,45384,1615,14839,,0,,,14839,45384
318,2021/02/04 15:00:00+00,Baltimore City                                    ,1336,46720,1673,16512,,0,,,16512,46720
319,2021/02/05 15:00:00+00,Baltimore City                                    ,1364,48084,1237,17749,,0,,,17749,48084
320,2021/02/06 15:00:00+00,Baltimore City                                    ,993,49077,416,18165,,0,,,18165,49077
321,2021/02/07 15:00:00+00,Baltimore City                                    ,710,49787,199,18364,,0,,,18364,49787
322,2021/02/08 15:00:00+00,Baltimore City                                    ,1095,50882,1141,19505,,0,,,19505,50882
323,2021/02/09 15:00:00+00,Baltimore City                                    ,1090,51972,1147,20652,,0,,,20652,51972
324,2021/02/10 15:00:00+00,Baltimore City                                    ,1374,53346,1379,22031,,0,,,22031,53346
325,2021/02/11 15:00:00+00,Baltimore City                                    ,1289,54635,1303,23334,,0,,,23334,54635
326,2021/02/12 15:00:00+00,Baltimore City                                    ,1475,56110,1489,24823,,0,,,24823,56110
327,2021/02/13 15:00:00+00,Baltimore City                                    ,1403,57513,620,25443,,0,,,25443,57513
328,2021/02/14 15:00:00+00,Baltimore City                                    ,182,57695,112,25555,,0,,,25555,57695
329,2021/02/15 15:00:00+00,Baltimore City                                    ,888,58583,1106,26661,,0,,,26661,58583
330,2021/02/16 15:00:00+00,Baltimore City                                    ,1279,59862,1960,28621,,0,,,28621,59862
331,2021/02/17 15:00:00+00,Baltimore City                                    ,1152,61014,1905,30526,,0,,,30526,61014
332,2021/02/18 15:00:00+00,Baltimore City                                    ,169,61183,283,30809,,0,,,30809,61183
333,2021/02/19 15:00:00+00,Baltimore City                                    ,833,62016,1407,32216,,0,,,32216,62016
334,2021/02/20 15:00:00+00,Baltimore City                                    ,917,62933,1200,33416,,0,,,33416,62933
335,2021/02/21 15:00:00+00,Baltimore City                                    ,211,63144,266,33682,,0,,,33682,63144
336,2021/02/22 15:00:00+00,Baltimore City                                    ,434,63578,1219,34901,,0,,,34901,63578
337,2021/02/23 15:00:00+00,Baltimore City                                    ,1394,64972,1159,36060,,0,,,36060,64972
338,2021/02/24 15:00:00+00,Baltimore City                                    ,1496,66468,1705,37765,,0,,,37765,66468
339,2021/02/25 15:00:00+00,Baltimore City                                    ,1330,67798,2072,39837,,0,,,39837,67798
340,2021/02/26 15:00:00+00,Baltimore City                                    ,2263,70061,2097,41934,,0,,,41934,70061
341,2021/02/27 15:00:00+00,Baltimore City                                    ,1416,71477,1021,42955,,0,,,42955,71477
342,2021/02/28 15:00:00+00,Baltimore City                                    ,965,72442,367,43322,,0,,,43322,72442
343,2021/03/01 15:00:00+00,Baltimore City                                    ,1720,74162,956,44278,,0,,,44278,74162
344,2021/03/02 15:00:00+00,Baltimore City                                    ,1567,75729,767,45045,,0,,,45045,75729
345,2021/03/03 15:00:00+00,Baltimore City                                    ,2829,78558,1489,46534,3,3,2832,1492,46537,78561
346,2021/03/04 15:00:00+00,Baltimore City                                    ,2803,81361,1437,47971,354,357,3157,1791,48328,81718
347,2021/03/05 15:00:00+00,Baltimore City                                    ,2334,83695,1374,49345,285,642,2619,1659,49987,84337
348,2021/03/06 15:00:00+00,Baltimore City                                    ,1595,85290,1232,50577,367,1009,1962,1599,51586,86299
349,2021/03/07 15:00:00+00,Baltimore City                                    ,552,85842,412,50989,601,1610,1153,1013,52599,87452
350,2021/03/08 15:00:00+00,Baltimore City                                    ,1967,87809,643,51632,687,2297,2654,1330,53929,90106
351,2021/03/09 15:00:00+00,Baltimore City                                    ,2846,90655,866,52498,549,2846,3395,1415,55344,93501
352,2021/03/10 15:00:00+00,Baltimore City                                    ,2324,92979,1279,53777,565,3411,2889,1844,57188,96390
353,2021/03/11 15:00:00+00,Baltimore City                                    ,3478,96457,995,54772,195,3606,3673,1190,58378,100063
354,2021/03/12 15:00:00+00,Baltimore City                                    ,2787,99244,1159,55931,150,3756,2937,1309,59687,103000
355,2021/03/13 15:00:00+00,Baltimore City                                    ,2024,101268,818,56749,79,3835,2103,897,60584,105103
356,2021/03/14 15:00:00+00,Baltimore City                                    ,1162,102430,314,57063,21,3856,1183,335,60919,106286
357,2021/03/15 15:00:00+00,Baltimore City                                    ,2224,104654,774,57837,13,3869,2237,787,61706,108523
358,2021/03/16 15:00:00+00,Baltimore City                                    ,2657,107311,939,58776,257,4126,2914,1196,62902,111437
359,2021/03/17 15:00:00+00,Baltimore City                                    ,2819,110130,877,59653,482,4608,3301,1359,64261,114738
360,2021/03/18 15:00:00+00,Baltimore City                                    ,3844,113974,942,60595,215,4823,4059,1157,65418,118797
361,2021/03/19 15:00:00+00,Baltimore City                                    ,2787,116761,1184,61779,58,4881,2845,1242,66660,121642
362,2021/03/20 15:00:00+00,Baltimore City                                    ,1801,118562,1003,62782,57,4938,1858,1060,67720,123500
363,2021/03/21 15:00:00+00,Baltimore City                                    ,1282,119844,617,63399,58,4996,1340,675,68395,124840
364,2021/03/22 15:00:00+00,Baltimore City                                    ,2512,122356,765,64164,35,5031,2547,800,69195,127387
365,2021/03/23 15:00:00+00,Baltimore City                                    ,3386,125742,1570,65734,229,5260,3615,1799,70994,131002
366,2021/03/24 15:00:00+00,Baltimore City                                    ,2663,128405,2253,67987,120,5380,2783,2373,73367,133785
367,2021/03/25 15:00:00+00,Baltimore City                                    ,4186,132591,2086,70073,133,5513,4319,2219,75586,138104
368,2021/03/26 15:00:00+00,Baltimore City                                    ,3236,135827,2221,72294,56,5569,3292,2277,77863,141396
369,2021/03/27 15:00:00+00,Baltimore City                                    ,2676,138503,1250,73544,187,5756,2863,1437,79300,144259
370,2021/03/28 15:00:00+00,Baltimore City                                    ,1064,139567,538,74082,10,5766,1074,548,79848,145333
371,2021/03/29 15:00:00+00,Baltimore City                                    ,1920,141487,2107,76189,43,5809,1963,2150,81998,147296
372,2021/03/30 15:00:00+00,Baltimore City                                    ,3333,144820,2605,78794,125,5934,3458,2730,84728,150754
373,2021/03/31 15:00:00+00,Baltimore City                                    ,3437,148257,3146,81940,173,6107,3610,3319,88047,154364
374,2021/04/01 15:00:00+00,Baltimore City                                    ,3182,151439,3729,85669,187,6294,3369,3916,91963,157733
375,2021/04/02 15:00:00+00,Baltimore City                                    ,2547,153986,2229,87898,252,6546,2799,2481,94444,160532
